Unnamed: 0,full_text,sentiment
576," Lembaga survei harus menjelaskan ke publik, apa yg menjadi ukuran atau parameter dlm menilai kinerja pemerintahan jokowi-maruf., agar tdk menjadi bahan bully ditengah masyarakat, thn 2023 Indonesia diprediksi akan mengalami resesi ekonomi,, ",neutral
577,"Berbagai sektor usaha sedang memasang kuda-kuda jika gelombang panas resesi mulai mendekat. Belakangan, berbagai kejadian bertaraf global seperti pandemi hingga perang antar negara mendobrak habis pertahanan ekonomi Indonesia. ",negative
578,"Resesi Mengintai Ekonomi Indonesia, Erick Thohir Sebut Tak Perlu Khawatir     ",positive
579,"Gelombang panas resesi mulai mendekat, berikut cara untuk mengendalikan ekonomi perusahaan yang diberikan oleh Anthony Leong, Ketua Umum Perhimpunan Pengusaha Jasa Kantor Bersama Indonesia (PERJAKBI). ",neutral
580,Faisal Basri mengatakan Indonesia tidak akan mengalami krisis akibat ancaman resesi global 2023. Menurut dia krisis itu biasanya terjadi karena perpaduan antara apa yang terjadi di eksternal dan domestik.     ,positive
581,"Momok hantu resesi pun menjadi tantangan tersendiri bagi sejumlah pengusaha. Begini kata Anthony Leong, Ketua Umum Perhimpunan Pengusaha Jasa Kantor Bersama Indonesia (PERJAKBI) dalam menghadapi ekonomi yang tak pasti. ",neutral
582,Bapanas Yakin Indonesia Tak Bakal Resesi Pangan ,positive
583,"2023 Diprediksi Resesi, KFC Hingga Matahari Tetap Yakin Tambah Puluhan Gerai di Indonesia ",neutral
584,"Tahun 1998, Indonesia juga mengalami resesi ekonomi, dan terselamatkan oleh sektor pertanian dan UKM. Semoga untuk menghadapi resesi ekonomi dunia di tahun depan, sektor pertanian dan UKM menjadi perhatian khusus pemerintah. (Pemikiran sederhana saya aja) no debat.",neutral
585,I just published Indonesia Tahun 2023 Kebal Resesi ,neutral
586,"Balik lagi, kalo masuk pajak seenggaknya masih ada potensi buat menambah gdp. Siapa tau indonesia bisa selamat resesi 2023 karna pajak sexworker. Keren banget gk tuh ",neutral
587,"Char to see : Disaat ada ancaman resesi global, ekonomi Indonesia sering kali dapat bertahan (hanya kontraksi) karena ditopang oleh konsumsi domestik. Salah satu pendorong konsumsi domestik adalah harga komoditas terutama untuk masyakat di luar Jawa. Salahs satunya adalah CPO",positive
588, Resesi tidak masuk ke Indonesia karena perijinannya berbelit-belit dan orangnya rajin minum jamu,neutral
589,"Namun, kira-kira resesi global ini akan benar-benar terjadi, atau ketakutan semata orang Apakah Indonesia akan terpengaruh, atau selamat seperti Resesi Besar di tahun 2008 ",neutral
590,"Jadi Tameng Lawan Resesi, Pentingnya Terus Dukung UMKM Indonesia ",neutral
591," Gak usah stress nder, hadapi apa yg ada sekarang aja. Setahuku Indonesia juga masih insyaallah aman dari resesi.",positive
592,"Rakyat Indonesia hrs sadar, bhw mayoritas Negara2 G-20 adalah mantan Penjajah yg sdh mengeruk kekayaan alam Negara2 Berkembang selama ratusan th. Mereka juga pencetus Resesi Global krn akan terima Ukraina sbg anggota NATO yg dibalas Rusia dgn aneksasi Ukraina & Embargo BBM&Gandum",neutral
593,"Presiden ke-6 RI, Susilo Bambang Yudhoyono (SBY) merasa resah dgn resesi ekonomi dunia yg hambat upaya atasi global warming.  AHY Untuk Indonesia ",negative
594,Cebong buzzer kemana aja loh pada. Nih loh komen. Jngn hanya pintar fitnah & mutar balikkan fakta. ,neutral
595," Yups , Belanda saja saat Jepang Berkuasa di Indonesia Mengalami Resesi terburuk tetapi Amerika memberikan bantuan Ekonomi eh malah menjajah kembali ",neutral
596,"Hidup rakyat memang susah tapi Indonesia tidak spt Inggris yg ceweknya banyak jadi PSK krn kesulitan hidup. Bersyukurlah kita tdk resesi. Kalau sampe resesi, mgkn akan banyak juga spt Inggris.",neutral
597, prediksi ekonomi indonesia ditengah isu resesi 2023,neutral
598, Bila Resesi global 2023 terjadi dan berpengaruh ke Indonesia. dan relevansinya berinteraksi dgn kepemimpinan Indonesia ,neutral
599,Xi Jinping mencetak sejarah usai terpilih sebagai Sekjen Partai Komunis China. Xi pun dipastikan akan kembali duduk sebagai Presiden China periode ketiga. ,neutral
600,"Resesi diprediksi akan terjadi pada tahun depan, namun bagaimana dampaknya bagi Indonesia ",neutral
601,"Baru ngikutin Raymond Chin yang di hujat gara gara ngasih pandangan soal Resesi 2023. Doi di cancel abis abisan, sedangkan ada 100000 tiktoker ga jelas dipuja-puja di undang ke TV / podcast. Keliatan lah ya kualitas warga net indonesia seperti apa selera nya AwOkaWokWkwOWa",neutral
602,"SE . Judule resesi, Indonesia tetap happy, gemah ripah loh jinawi"". . Makane gambare kasar erek erekan byak byuk pleketrek, coro gambare. Habis ini ditumpuki objek cilik2 sing rodo alus. . Dadi ancen soro sik untuk menuju enak. Ngono filosofine lur! . AOC 100 x 100 cm ",neutral
603,"Webinar Ancaman Resesi Global : Transisi Ekonomi Hijau di Persimpangan Jalan Kolaborasi LAB 45 dan CSIS Indonesia Senin, 24 Oktober 2022 14:00-16:30 WIB Registrasi sekarang: ",neutral
604," Ditengah kondisi resesi dunia,,perekonomian Indonesia lebih baik drpd negara lain",positive
605,"Soal Resesi Global, Faisal Basri Pede Indonesia Bisa Selamat    ",positive
606, Dunia Indonesia aja kali Bukan krn resesi bukan krn pelecehan Indoneshit sudah nakutin bikin stress,negative
607,"Muhamad Chatib Basri menjelaskan, Resesi artinya kita mengalami pertumbuhan ekonomi negatif, saya tidak melihat ada kemungkinan untuk Indonesia mengalami pertumbuhan ekonomi negatif, mungkin hanya akan terjadi perlambatan ekonomi"" ",positive
608, PAK SURYA PALLO MENDINGAN CABUT DARI KOALISI REZIM JOKOWI UDAH DI UJUNG TANDUK RESESI EKONOMI YG SEBENTAR LAGI MENGHANTAM INDONESIA AKAN MERUNTUH KAN REZIM JOKOWI KEPERCAYAAN RAKYAT TERHADAP PEMERINTAH SUDAH PUDAR ,negative
609,Negara lain udah mempersiapkan diri buat resesi 2023 Indonesia masih mempermasalahkan ejaan bacaan QRIS - KRIS - KYURIS- KYU AR IS cukkkk rapenting blas o wkwk,neutral
610,"Muhamad Chatib Basri Resesi artinya kita mengalami pertumbuhan ekonomi negatif, saya tidak melihat ada kemungkinan untuk Indonesia mengalami pertumbuhan ekonomi negatif, mungkin hanya akan terjadi perlambatan ekonomi"" ""Disisi fisikal, prioritas sangatlah penting,+ ",positive
611,"Sebarkan kabar baik ini yuk : Potensi Indonesia terkena Resesi itu hanya 3%"" source : Bloomberg ",positive
612, Nyesal Nasrun. Sudah lah Indonesia butuh pilot yg berkualitas. Bukan sekedar ngomong2 basa basi. Nyawa taruhannya. Karena resesi di depan mata. ,neutral
613,"Emg kampret yah para finansial planner yg fear mongering tentang resesi tahun 2023. Dan rata-rata mereka yg udah settle secara finansial. Menyarankan untuk menahan uang dan membatasi konsumsi. Heeyyy.. Kalo contoh negara maju, iya itu berhasil. Tp kalo indonesia Lawak luh..",positive
614, Urus aja keluargamu manusia laknat. Sebagian besar negara mengalami resesi ekonomi. Tidak mungkin ga berdampak ke Indonesia. Keliatan bgt lo hidup dihutan bergaul dg binatang,negative
615," Kabar terbaru dari MenKeu Sri Mulyani, benarkah Indonesia tidak termasuk dalam daftar hitam dan menjadi negara cukup aman dari resesi Simak berita selengkapnya melalui  dan tulis pendapatmu dikolom komentar!     ",neutral
616,"Kita tahu kalau kita itu mampu kok sebenarnya. SDM ada, sumber daya alam juga ada. Dan yang paling penting, kreativitas mesti diasah dan kembangkan terus. Nah inilah salah satu cara menghadapi resesi dalam skala kecil Ganjar Pranowo Ganjar Untuk Indonesia ",neutral
617," Tetap saja salah, karena presiden itu ga ada urusannya dg pencapresan. Mending urusin tuh ekonomi yg makin nyungsep menuju resesi, atau rakyat di beberapa wilayah indonesia yg kebanjiran",neutral
618, ada baiknya untuk anak2nya untuk mempelopori semua pengusaha indonesia untuk ramai2 menghabiskan uangnya berinvestasi di ikn jika memang begitu menguntungkannya di saat resesi ini..,neutral
619, Semoga Alloh SWT memberikan kesehatan yang baik untuk seluruh warga negara indonesia. Sing gak jadi resesi akhirnya ada yang di ekspor,positive
620," Semua naik, yg gak naik cuma pendapatan. Selamat datang di gerbang resesi, dan siap2 indonesia mendaftar diri ke IMF",negative
621,"Sebenernya Indonesia cukup kuat untuk bertahan di resesi taun depan, Asalkan pertahanin laju ekonomi. Jdi klo ada yg hiperbolain resesi menjadi semenakutkan itu, dia akan memperlambat perputaran ekonomi dngn tujuan untuk membeli properti dan saham dengan harga murah",positive
622, Karena ekonomi Indonesia tidak begitu terintegrasi dg ekonomi dunia. Jadi dunia resesi Indonesia tetap aman. Lain dg Singapore dll.,positive
623,Dan Indonesia jauh dari resesi kata orang-orang.,positive
624," Bukan negarawan sejati, pidato seharusnya berisi bagaimana bersama mencapai 1 tujuan mensejahterakan rakyat Indonesia yg kmdian jg bgmna menjaga ekonomi negara di masa resesi. Malah ngomongin 2024, kayak cacing kepanasan.",neutral
625,"JAKARTA, Kompas Sulawesi - Wakil Menteri Perdagangan Jerry Sambuaga menyatakan Kementerian Perdagangan akan terus menjalankan arahan Presiden Joko Widodo berjalan, sehingga ekonomi Indonesia terus tumbuh meskipun negara lain tengah mengalami resesi ",positive
626,Bunga tabungan di bank kini sudah menyentuh level 0% alias tidak ada bunganya sama sekali! Bank mana saja ya Simak selengkapnya di sini! ,neutral
627," Menunggu sebuah KARYA ILMIAH dengan judul IKN sukses, Resesi hilang"" atau ""IKN akan memperkuat ekonomi Indonesia menghadapi Resesi""""",neutral
628, Memang ceruk China terhadap global trade Indonesia besar selain US Japan South Korea India EU/Europe dan ASEAN tetapi tularan virus resesi China akan berdampak pada mitra dagang Indonesia - walaupun share trade thd GDP pada kisaran 20% tetapi efeknya akan spiraling,negative
629,Faisal Basri soal RI Selamat dari Resesi: Bukan Karena Hebat ,neutral
630, Alhamdulillah sales IKN itu pemimpin HEBAT diakui dunia yg menyelamatkan Indonesia dari jurang resesi. Tidak seperti sales imigran gurun yg mengobral kompensasi 15% jadi NOL ,positive
631,"Rupiah Anjlok, Dana Asing Kabur, Seberapa Kuat Sistem Moneter Indonesia Melawan Eksport Resesi Amerika Kepada Dunia ",neutral
632, Omicron XBB ikut memeriahkan resesi 2023. Apakah akan ada event flash sal 2.0 di indonesia tahun depan ,neutral
633," Lihat indonesia..meski masih pandemi..pasar penuh..tempat rekreasi penuh..restoran penuh...dijalan2 raya mobil macet dimana2..tandanya ekonomi maju...ojo dibanding2ke sama eropa , bahkan amerika dll yg sekarang sedang resesi berat..kita hrs bersyukur masih lbh baik",positive
634,Resesi Mulai menghemat dan menabung sebagai ikhtiar dan berdoa aja semoga perekonomian indonesia baik2 aja ,positive
635," Jika negara2 Importir tidak lagi mengimpor dari Indonesia maka siap2 rakyat yg akan di susahkan. Pasti Ngutang jadi andalan, dan Inflasi pemicu resesi imbasnya menggoyahkan kekuasaan",negative
636," Maksudnya tuh dunia sdg terancam resesi global, jd Indonesia hrs bs mengantisipasinya agar tdk terseret meskipun Indonesia jg diuntungkan krn krisis energi di Eropa, export sektor energi dan Industri kimia(pupuk dan ammonia) meningkat dg harga yg fantastis (berkah windfall) ",positive
637," Dolar bs menguat krn lg bnyk yg simpan dolar krn berita akan bnyk negara yg kena resesi, wajar. Tp stlh dibuktikan oleh waktu, Indonesia msh aman dan IHSG kembali strong. Nanti dolar jg akan kembali lg, itupun gk terlalu penting krn patokan skrg bkn di dolar tp gairah pasar",neutral
638," Selagi masih ada santri, INDONESIA TETAP KUAT dan pasti Maju, Selagi masih ada SANTRI, INDONESIA Tidak mungkin Resesi seperti negara maju Pak De. ",positive
639,"Presiden Joko Widodo mengatakan Indonesia patut bersyukur karena di tengah ancaman resesi global, pertumbuhan ekonomi masih tercatat tinggi hingga kuartal kedua. ",positive
640,Alasan Faisal Basri Pede Indonesia Bisa Selamat dari Resesi Global ,positive
641, Dasar penghianat!!! Ngarep banget indonesia terseret resesi Terus lo keprok tangan... Kalo sudah nda betah di NKRI pergi saja kau angkat semua keluargamuuu!!!!!,neutral
642,Nah ini penjelasan lebih gamblang kenapa resesi di dunia ga terlalu ngaruh ke kebanyakan orang di Indonesia.,positive
643,"DPR Optimis Indonesia Siap Menghadapi Resesi Global, Mukhtarudin: Sikapi Resesi dengan Cara Positif ",positive
644,Satu bulan terakhir ini banyak banget informasi beredar mengenai resesi yang akan terjadi di 2023. Sebenernya apasih resesi itu dan apa yang akan terjadi nanti Resesi sendiri terjadi dari dampak pandemi yang sekarang masih berjalan. ,neutral
645,"Apa Kabar Resesi Global Jangan sampai kata  ini menghantui kita ya sampai gabisa makan dan tidur Bersatu bersama agar Indonesia bangkit Perlambatan ekonomi ini pasti akan pulih, semuanya butuh waktu saja. Tonron video lenglapnya di sini ya ",neutral
646," Lha ekonomi Indonesia kan gak terpuruk coy. Di negara2 luar udah pada pada Resesi, krisis keuangan. Untung fondasi ekonomi kita kuat. Sabar ya coy, 2 tahun lagi Jokowi mundur. Tahan tahan dulu sakit hatinya coy.. wkwkwk.",positive
647," INDONESIA tidak akan resesi, tapi lumbung padi kita mesti diisi dari sekarang.",positive
648,"5 Negara yang Diproyeksikan Terhindar dari Resesi 2023, Indonesia Masuk dalam Daftar Ini ",neutral
649,"resesi itu bagian dr risiko hidup. solusinya, manajemen keuangan. tapi, yang paling penting adalah tetap jalankan roda konsumsi. yang Allah berikan kemampuan finansial cukup, BELI PRODUK UMKM, BELI JUALAN SEKITAR KITA, BELI PRODUK BUATAN INDONESIA.",neutral
650,"Belajar dululah arti resesi. Klo resesi sendirian sih gak usah digubris. Turun aja sendiri dr truk sampah. Ekonomi Ind biasa2 aja. Meski susah tp masih bagus. Indonesia menjd titik terang di dlm kegelapan dunia"" Kata IMF. Klo Jkw turun, menteri turun, bubar negara ini. Faham!""",positive
651,"Heboh Ancaman Resesi 2023 di Indonesia, Prof Rhenald Kasali: Jangan Melebih-lebihkan ",neutral
652,"kalau belum coba bantu UMKM, buat UMKM. penyelamat Indonesia dari jurang resesi itu karena UMKM kita dan kita yg membelinya. inget, utamain beli produk lokal dulu ya, pertimbangin baik2 ya drpd beli impor walau murah di keranjang kuning.",neutral
653,Indonesia lagi resesi maseee... PT.Central & big land aja sampai jual kasur buat bayar karyawannya,neutral
654,"Biar Indonesia Terhindar dari Tsunami Resesi 2023, Ini Tiga Langkah Move dari Partai Gelora - ",neutral
655,Slowakia minta Indonesia bisa jadi penengah konflik Rusia-Ukraina    ,neutral
656,"Dalam situasi resesi ekonomi global, sudah semestinya kita bersyukur karena Indonesia tidak termasuk negara yang menjadi pasien IMF. Terima kasih pak Jokowi   ",positive
657," Apa karena indonesia katanya tidak termasuk pasien IMF jadi dihantam sekalian resesi 2023+pandemi lagi biar ancur Bener2 pak ini mencurigakan sekali, oke kalopun kami kalah dalam permainan ini di dunia masih ada akhirat menanti, ingat pertanggung jawaban nanti",neutral
658,Jokowi Harus Tiru PM Liz Truss yang Mundur Gegara Ekonomi Inggris Terpuruk ,neutral
659,"Di tengah ekonomi yang belum pulih pascapandemi dan ancaman resesi global, Indonesia kembali menjadi negara paling dermawan tahun 2022. Menyumbang tak hanya bermanfaat besar bagi ekonomi dan sosial, tapi juga kesehatan.   ",neutral
660,"Urus we ku sorangan, indonesia mah keur riweuh, sakedeng deui pemilu, rakyat keur siap2 nyanghareupan resesi. Sok da geus garede, urus hirup masing masing. Dek dinuklir dek saling bom, hempek bae, lain urusan endonesia.",neutral
661,"Terjadinya penurunan kegiatan ekonomi membuat naiknya harga pangan, pemutusan kerja, sehingga meningkatnya pengangguran. Dampak dari resesi akan terasa pada semua kalangan termasuk kamu NEXT People. Ada beberapa cara yang dapat membantu kamu menghadapi resesi, lho! ",neutral
662,"Di tengah ancaman resesi global, Dana Moneter Internasional menyebut ekonomi Indonesia menjadi titik terang di tengah suramnya ekonomi dunia saat ini. ",positive
663,"Semoga sinyal Indonesia tidak resesi. Bukan Long Weekend, tapi Antrean Penumpang di Bandara Soetta Panjang Banget ",positive
664,"Resesi kabarnya akan melanda dunia, Indonesia bisa jadi juga terdampak. Lalu, apa yang bisa dilakukan dari hari ini : Kalo w sih, serok tipis-tipis saham yg ada produk minum tol** an*** ",neutral
665,Kata Siapa Indonesia Aman Resesi di 2023 Ini Bukti Ngerinya Astagfirullah,negative
666, Alhamdulilllah saat dunia resesi Indonesia selamat. Berkat pilotnya bener ,positive
667,"Kabar mengenai resesi dan tahun 2023 yang 'gelap' terus bergulir di media sosial. Meskipun begitu, pemerintah tetap optimis bahwa inflasi di Indonesia, mash bisa ditangani dengan baik. ",positive
668,"Resesi 2023 yang katanya bakal gelap untuk Indonesia itu hanya bisa terjadi kalau China beneran menginvasi Taiwan. Kalaupun China tidak jadi menginvasi, gua yakin Indonesia masih baik-baik saja.",positive
669,Imbas resesi global & perang ukraina vs Rusia mulai menjalar ke asia.. CNBC Indonesia ,neutral
670," Indonesia tdk termasuk daftar negara yg berpotensi kena resesi. IMF memperkirakan ekonomi Indonesia masih akan tumbuh positif thn depan, sebesar 5%. ",positive
671,Lu umur 20 harusnya bisa menyelamatkan indonesia dr resesi weh,neutral
672,Dan Indonesia akan terbebas dari jurang resesi.  ,positive
673,Faisal Basri Sebut Indonesia Aman dari Resesi Karena Hal Ini ,positive
